,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Hoods,Business Corridor,Business Location,UniqueID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,Start_Year,Start_Date
302468,1313174-08-221,1138375,Jonathan Maldonado,Jonathan Maldonado,2912 Diamond St #342,San Francisco,CA,94131,08/29/2022,,08/29/2022,,2912 Diamond St #342,San Francisco,94131,CA,2300-2399,Construction,False,False,H59,Certified/cross Connection Tester,8.0,West of Twin Peaks,,POINT (-122.434235 37.733364),1313174-08-221-1138375-2300-2399-08-29-2022,96.0,9.0,5.0,41.0,96.0,2022,2022-08-29
302470,1313904-09-221,1138666,Alexandra Grace Currier-Tait,Gracie Tat2,700 Lombard St,San Francisco,CA,94133,09/12/2022,,09/12/2022,,910 E 10th St,Oakland,94606,CA,8100-8139,Certain Services,False,False,J02,Body Art Practitioner,3.0,North Beach,,POINT (-122.413155 37.80284),1313904-09-221-1138666-8100-8139-09-12-2022,106.0,6.0,3.0,23.0,106.0,2022,2022-09-12
302483,1314870-09-221,1139071,Anwar Dabwan,Sutter Market,1144 Sutter St,San Francisco,CA,94109,09/23/2022,,09/23/2022,,1144 Sutter St,San Francisco,94109,CA,4400-4599,Retail Trade,False,False,H03,,3.0,Nob Hill,,POINT (-122.41922 37.7879),1314870-09-221-1139071-4400-4599-09-23-2022,50.0,4.0,3.0,21.0,50.0,2022,2022-09-23
302507,1314809-09-221,1118136,Niles Maxwell Dunn,Niles Maxwell Dunn,3506 16th St,San Francisco,CA,94114,10/07/2020,,10/07/2020,,1670 Market St #47,San Francisco,94102,CA,,,False,False,J02,Body Art Practitioner,8.0,Castro/Upper Market,,POINT (-122.43122 37.76438),1314809-09-221-1118136--10-07-2020,38.0,3.0,5.0,5.0,38.0,2020,2020-10-07
302557,1314031-09-221,1138721,M & L Venture Llc,Paraiso Cielito Lindo,3440 Balboa St,San Francisco,CA,94121,09/13/2022,,09/13/2022,,3440 Balboa St,San Francisco,94121,CA,7220-7229,Food Services,False,False,H26,,1.0,Outer Richmond,,POINT (-122.49564 37.775818),1314031-09-221-1138721-7220-7229-09-13-2022,8.0,8.0,4.0,29.0,8.0,2022,2022-09-13
302577,1314560-09-221,1138944,True Training 101,True Training 101,100 Font Blvd Apt 9e,San Francisco,CA,94132,09/10/2022,,09/10/2022,,100 Font Blvd Apt 9e,San Francisco,94132,CA,,,False,False,C02,Commercial Dog Walker - Owner,7.0,Lakeshore,,POINT (-122.47302 37.715103),1314560-09-221-1138944--09-10-2022,42.0,10.0,8.0,16.0,42.0,2022,2022-09-10
302604,1314855-09-221,1139064,Western Bajie Inc,Hotpot Champ,801 Kearny St,San Francisco,CA,94108,09/22/2022,,09/22/2022,,34 Joice St Apt 2,San Francisco,94108,CA,7220-7229,Food Services,False,False,D04 H26,,3.0,Chinatown,,POINT (-122.40501 37.79541),1314855-09-221-1139064-7220-7229-09-22-2022,104.0,6.0,3.0,6.0,104.0,2022,2022-09-22
302637,1314657-09-221,1138982,Hi5 Ventures Llc,Popi's Oysterette,2095 Chestnut St,San Francisco,CA,94123,09/22/2022,,09/22/2022,,2095 Chestnut St,San Francisco,94123,CA,7220-7229,Food Services,False,False,H24,,2.0,Marina,,POINT (-122.43772 37.800602),1314657-09-221-1138982-7220-7229-09-22-2022,17.0,4.0,6.0,13.0,17.0,2022,2022-09-22
302691,1312672-08-221,1120584,Rewanda Plummer,Cater2usf,103 Horne Ave,San Francisco,CA,94124-3403,01/01/2021,,08/23/2022,,1390 Market St 2725 Apt,San Francisco,94102,CA,,,False,False,H74,Caterer,10.0,Bayview Hunters Point,,POINT (-122.36566 37.72665),1312672-08-221-1120584--08-23-2022,78.0,2.0,9.0,1.0,78.0,2022,2022-08-23
302697,1216951-03-191,1040517,Huang Amy,Amy Huang,72 Willits St,Daly City,CA,94014,12/12/2008,,03/25/2019,,72 Willits St,Daly City,94014,CA,,,False,False,H68,General Massage Practitioner,,,,POINT (-122.46881 37.70368),1216951-03-191-1040517--03-25-2019,,,,,,2019,2019-03-25
302710,1319606-12-221,1141092,Basic Ingredient Solutions,Basic Ingredient Solutions,3234 Santiago St,San Francisco,CA,94116,10/31/2022,,10/31/2022,,3234 Santiago St,San Francisco,94116,CA,7220-7229,Food Services,False,False,D03,,4.0,Sunset/Parkside,,POINT (-122.501945 37.743793),1319606-12-221-1141092-7220-7229-10-31-2022,39.0,10.0,7.0,35.0,39.0,2022,2022-10-31
302740,1284235-08-211,1126919,Aura Tea Llc,Aura Tea & Coffee,121 Spear St Ste B05,San Francisco,CA,94105,08/12/2021,,08/12/2021,,4981 Moorpark Ave,San Jose,95129,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",6.0,Financial District/South Beach,,POINT (-122.39368 37.792267),1284235-08-211-1126919-7220-7229-08-12-2021,108.0,1.0,10.0,8.0,108.0,2021,2021-08-12
302763,1270227-02-211,1121646,Jesse Cuevas,The Backflow Pro,7 41st Ave #505,San Mateo,CA,94403,01/25/2021,,01/25/2021,,7 W 41st Ave #505,San Mateo,94403,CA,,,False,False,H59,Certified/cross Connection Tester,,,,POINT (-122.29066 37.530518),1270227-02-211-1121646--01-25-2021,,,,,,2021,2021-01-25
302800,1295896-01-221,1131384,Adam Christopher Defiglio,Adam Christopher Defiglio,1701 Haight St,San Francisco,CA,94117,01/20/2022,,01/20/2022,,700 Se Cesar E Chavez Blvd Apt 131,Portland,97214,OR,,,False,False,J02,Body Art Practitioner,5.0,Haight Ashbury,,POINT (-122.45081 37.769485),1295896-01-221-1131384--01-20-2022,25.0,7.0,11.0,3.0,25.0,2022,2022-01-20
302833,1279520-06-211,1125117,Western Edge,The Laundromat,3725 Balboa St,San Francisco,CA,94121-2605,06/01/2021,,06/01/2021,,241 Monterey Blvd,San Francisco,94131,CA,7220-7229,Food Services,False,False,H26,,1.0,Outer Richmond,,POINT (-122.4987 37.775623),1279520-06-211-1125117-7220-7229-06-01-2021,8.0,8.0,4.0,29.0,8.0,2021,2021-06-01
302842,1281861-07-211,1126025,Levy Restaurants,Levy Restaurants @ Warfield Theater,982 Market St,San Francisco,CA,94102,07/02/2021,,07/02/2021,,982 Market St,San Francisco,94102,CA,7220-7229,Food Services,False,False,H26,"Restaurant Greater Than 2,000 Sqft",5.0,Tenderloin,,POINT (-122.40988 37.78265),1281861-07-211-1126025-7220-7229-07-02-2021,20.0,5.0,10.0,36.0,20.0,2021,2021-07-02
302870,1307186-06-221,1061334,Raphael Serrano,Da Poke Man,428 11th St,San Francisco,CA,94103-4316,11/07/2016,,06/08/2022,,274 El Dorado Dr,Pacifica,94044,CA,7220-7229,Food Services,False,False,H79,,6.0,Mission,,POINT (-122.412025 37.770237),1307186-06-221-1061334-7220-7229-06-08-2022,32.0,1.0,10.0,20.0,32.0,2022,2022-06-08
302888,1307973-06-221,1136245,950 Hotel Property Llc,950 Hotel Property Llc,988 Market St Ste 400,San Francisco,CA,94102,06/16/2022,,06/16/2022,,950 Market St,San Francisco,94102,CA,,,False,True,H24 H26 H85,Multiple,5.0,Tenderloin,,POINT (-122.410034 37.78253),1307973-06-221-1136245--06-16-2022,20.0,5.0,10.0,36.0,20.0,2022,2022-06-16
302922,1287801-09-211,1128301,Flourish Foods Inc,Yummy Dumpling,1708 Irving St,San Francisco,CA,94122-1816,09/28/2021,,09/28/2021,,1639 Irving St,San Francisco,94122,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",7.0,Inner Sunset,,POINT (-122.47624 37.763626),1287801-09-211-1128301-7220-7229-09-28-2021,109.0,10.0,7.0,14.0,109.0,2021,2021-09-28
302925,1292079-11-211,1064205,Thelostchurch.org Inc,The Lost Church,665 Chestnut St Basement,San Fracisco,CA,94133-2364,02/10/2016,,11/01/2021,,65 Capp St,San Francisco,94103,CA,7100-7199,"Arts, Entertainment, and Recreation",False,False,D04 H86 P23,Multiple,3.0,North Beach,,POINT (-122.41426 37.803596),1292079-11-211-1064205-7100-7199-11-01-2021,106.0,6.0,3.0,23.0,106.0,2021,2021-11-01
302928,1287941-09-211,1128354,Crystal Mandich,Crystal Mandich,659 Superior Ave,San Leandro,CA,94577,09/27/2021,,09/27/2021,,659 Superior Ave,San Leandro,94577,CA,,,False,False,H69,Outcall Massage Service,,,,POINT (-122.14338 37.733906),1287941-09-211-1128354--09-27-2021,,,,,,2021,2021-09-27
303040,1298045-02-221,1132282,Stoufa.dis Llc,Golla,819 Valencia St,San Francisco,CA,94110,02/17/2022,,02/17/2022,12/08/2022,819 Valencia St #,San Francisco,94110,CA,7220-7229,Food Services,False,False,H25,,9.0,Mission,,POINT (-122.421364 37.7598),1298045-02-221-1132282-7220-7229-02-17-2022,53.0,3.0,2.0,20.0,53.0,2022,2022-02-17
303089,1307592-06-221,1136098,Marisa Naomi Iverson,Marisa Naomi Iverson,2455 3rd St,San Francisco,CA,94107,06/01/2022,,06/01/2022,,947 Bush St #116,San Francisco,94109,CA,,,False,False,J02,Body Art Practitioner,10.0,Potrero Hill,,POINT (-122.38792 37.759243),1307592-06-221-1136098--06-01-2022,55.0,2.0,9.0,26.0,55.0,2022,2022-06-01
303108,1313286-09-221,1138424,Koala Trading Llc,Let's Roll,2421 Clement St,San Francisco,CA,94121,09/01/2022,,09/01/2022,,2421 Clement St,San Francisco,94121,CA,7220-7229,Food Services,False,False,H24,,1.0,Outer Richmond,,POINT (-122.48516 37.781986),1313286-09-221-1138424-7220-7229-09-01-2022,8.0,8.0,4.0,29.0,8.0,2022,2022-09-01
303118,1272702-03-211,1081412,Nick Engel & Co. Llc,Nick Engel & Co. Llc,4011 18th St,San Francisco,CA,94114-2501,01/01/2018,,03/25/2021,,4011 18th St,San Francisco,94114,CA,,,False,False,D39,Hot Work Operations,8.0,Castro/Upper Market,,POINT (-122.43309 37.760975),1272702-03-211-1081412--03-25-2021,38.0,3.0,5.0,5.0,38.0,2021,2021-03-25
303127,1312262-08-221,1137970,Gs Catering Llc,Kothai Republic,1398 9th Ave,San Francisco,CA,94122,08/18/2022,,08/18/2022,,1301 46th Ave Apt 4,San Francisco,94122,CA,7220-7229,Food Services,False,False,H25,,7.0,Inner Sunset,,POINT (-122.46593 37.762367),1312262-08-221-1137970-7220-7229-08-18-2022,109.0,10.0,11.0,14.0,109.0,2022,2022-08-18
303140,1313095-08-221,1138341,20 6th Street Llc,Winsor Hotel,20 6th St,San Francisco,CA,94103,08/30/2022,,08/30/2022,,20 6th St,San Francisco,94103,CA,7210-7219,Accommodations,False,True,Hhh,,6.0,South of Market,Central Market,POINT (-122.41011 37.78168),1313095-08-221-1138341-7210-7219-08-30-2022,32.0,5.0,10.0,34.0,32.0,2022,2022-08-30
303186,1300096-03-221,1085563,Skylight California Llc,Skylight Studios,1800 Mission St,San Francisco,CA,94103-3502,03/27/2018,,06/01/2018,,1423 Broadway,Oakland,94612,CA,,,False,False,P54,Limited Live Performance,9.0,Mission,,POINT (-122.420006 37.76818),1300096-03-221-1085563--06-01-2018,53.0,3.0,2.0,20.0,53.0,2018,2018-06-01
303237,1193835-07-181,1089681,"Sf Event Space, Llc","Sf Event Space, Llc",1 Jones St,San Francisco,CA,94102,06/29/2018,,06/29/2018,06/29/2018,964 Natoma St,San Francisco,94103,CA,,,False,False,J07 P23,Multiple,5.0,Tenderloin,,POINT (-122.41208 37.78122),1193835-07-181-1089681--06-29-2018,20.0,5.0,10.0,36.0,20.0,2018,2018-06-29
303262,1208106-12-181,1096145,Gerardo Alonso Sanchez,Gerardo Alonso Sanchez,1229 Pacific Ave Apt #13,Santa Rosa,CA,95404,11/19/2018,,11/19/2018,,7507 Camino Colegio,Rohnert Park,94928,CA,,,False,False,J02,Body Art Practitioner,,,,POINT (-122.70758 38.453648),1208106-12-181-1096145--11-19-2018,,,,,,2018,2018-11-19
303293,1225651-06-191,1103386,"Judah Retail, Llc",Judah Ninth Ave Liquors,1400 9th Ave,San Francisco,CA,94122,06/21/2019,,06/21/2019,,1450 Carmelita Ave 7 Apt,Burlingame,94010,CA,4400-4599,Retail Trade,False,False,H03 H31 H73,Multiple,7.0,Inner Sunset,,POINT (-122.46596 37.761948),1225651-06-191-1103386-4400-4599-06-21-2019,109.0,10.0,11.0,14.0,109.0,2019,2019-06-21
303324,1287932-09-211,1107826,Racquel Dwan Kianimakana Aona,Racquel Aona,5736 Mission St,San Francisco,CA,94112-4209,10/16/2019,,10/16/2019,,5736 Mission St,San Francisco,94112,CA,,,False,False,J02,Body Art Practitioner,11.0,Outer Mission,,POINT (-122.44986 37.70979),1287932-09-211-1107826--10-16-2019,66.0,9.0,1.0,28.0,66.0,2019,2019-10-16
303326,1236678-10-191,1107830,Justin Henry Louie,Justin Henry Louie,419 Howland St,Redwood City,CA,94063,10/16/2019,,10/16/2019,,5736 Mission St,San Francisco,94112,CA,,,False,False,J02,Body Art Practitioner,,,,POINT (-122.23575 37.492916),1236678-10-191-1107830--10-16-2019,,,,,,2019,2019-10-16
303338,1240465-12-191,1109445,Marina Zakhrabova,Marina Zakhrabova,1586 Folsom St Apt #2,San Francisco,CA,94103,12/13/2019,,12/13/2019,,3453 18th St A Unit,San Francisco,94110,CA,,,False,False,J02,Body Art Practitioner,6.0,Mission,,POINT (-122.41512 37.771145),1240465-12-191-1109445--12-13-2019,32.0,1.0,10.0,20.0,32.0,2019,2019-12-13
303382,1262307-10-201,1118378,Bazail Abdu N. Algaithi And Jamil A. Alamari,George's Market,3149 24th St,San Francisco,CA,94110,10/15/2020,,10/15/2020,,3149 24th St,San Francisco,94110,CA,,,False,False,H03 H31 H73,Multiple,9.0,Mission,,POINT (-122.415054 37.75242),1262307-10-201-1118378--10-15-2020,53.0,3.0,2.0,20.0,53.0,2020,2020-10-15
303388,1282300-07-211,383126,Presse Llc,Scott's Chowder House,334 Grant Ave,San Francisco,CA,94108,11/15/2004,,07/16/2021,,352 Grant Ave,San Francisco,94108,CA,7220-7229,Food Services,False,False,D04 H26,"Restaurant Greater Than 2,000 Sqft",3.0,Financial District/South Beach,,POINT (-122.40549 37.790173),1282300-07-211-0383126-7220-7229-07-16-2021,19.0,6.0,3.0,8.0,19.0,2021,2021-07-16
303389,1271912-03-211,1120513,Restaurant Nisei,Restaurant Nisei,2310 Polk St,San Francisco,CA,94109-1822,08/01/2020,,03/16/2021,,795 Burnett Ave 9 Apt,San Francisco,94131,CA,7220-7229,Food Services,False,False,H86,Bars/taverns W/o Food Prep,3.0,Russian Hill,,POINT (-122.42215 37.797997),1271912-03-211-1120513-7220-7229-03-16-2021,105.0,4.0,3.0,32.0,105.0,2021,2021-03-16
303400,1241168-12-191,1109748,Mario Millisterfer,Mario Millisterfer,316 Valencia St Apt #212,San Francisco,CA,94103,12/17/2019,,12/17/2019,,316 Valencia St Apt #212,San Francisco,94103,CA,,,False,False,J02,Body Art Practitioner,9.0,Mission,,POINT (-122.42249 37.767902),1241168-12-191-1109748--12-17-2019,37.0,3.0,5.0,20.0,37.0,2019,2019-12-17
303403,1292423-11-211,1122520,Skarlet Amaya Aviles Llc,Truly Food & More,217 Sansome St,San Francisco,CA,94104-2307,06/25/2020,,11/29/2021,,483 Madrid St,San Francisco,94112,CA,7220-7229,Food Services,False,False,H79,Mobile Food Facility 5,3.0,Financial District/South Beach,,POINT (-122.40101 37.79232),1292423-11-211-1122520-7220-7229-11-29-2021,108.0,6.0,3.0,8.0,108.0,2021,2021-11-29
303411,1273727-04-211,1123011,Michael Kavanaugh,Michael Kavanaugh,523 Mayfair Ave,South San Francisco,CA,94080,04/01/2019,,04/01/2019,,523 Mayfair Ave,South San Francisco,94080,CA,,,False,False,H59,Certified/cross Connection Tester,,,,POINT (-122.419304 37.65117),1273727-04-211-1123011--04-01-2019,,,,,,2019,2019-04-01
303446,1288950-10-211,1128710,Azmi Qasem Ahmed Murait,Popstar Shawerma,91 6 Th St,San Francisco,CA,94103,10/13/2021,,10/13/2021,,150 Sutter St Unit 535,San Francisco,94104,CA,7220-7229,Food Services,False,False,H25,,6.0,South of Market,Central Market,POINT (-122.408714 37.78129),1288950-10-211-1128710-7220-7229-10-13-2021,32.0,5.0,10.0,34.0,32.0,2021,2021-10-13
303450,1265799-12-201,1119074,Fuji Inc.,Hanabi Cake,2565 3rd St,San Francisco,CA,94107-3153,11/01/2020,09/01/2021,12/01/2020,09/01/2021,,,,,,,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",10.0,Potrero Hill,,POINT (-122.387695 37.757076),1265799-12-201-1119074--12-01-2020,55.0,2.0,9.0,26.0,55.0,2020,2020-12-01
303454,1265374-12-201,1119613,Va Automotive Llc,Auto Sound Performance,7338 Mission St,Daly City,CA,94014,12/11/2020,,12/11/2020,,7338 Mission St,Daly City,94014,CA,8100-8139,Certain Services,False,False,4400-4599,Multiple,,,,POINT (-122.466125 37.690674),1265374-12-201-1119613-8100-8139-12-11-2020,,,,,,2020,2020-12-11
303460,1292480-11-211,1130002,Chhay Tang,Tang Happy Donut,6 6th St,San Francisco,CA,94103,11/30/2021,,11/30/2021,,0000 Undeliverable Mail,San Francisco,99999,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",6.0,South of Market,Central Market,POINT (-122.411095 37.78108),1292480-11-211-1130002-7220-7229-11-30-2021,32.0,5.0,10.0,34.0,32.0,2021,2021-11-30
303500,1306517-05-221,1135664,Taqueria Mana Inc,Taqueria Mana Inc,439 Stockton St,San Francisco,CA,94108,04/02/2019,,04/02/2019,,439 Stockton St,San Francisco,94108,CA,7220-7229,Food Services,False,False,H25,,3.0,Financial District/South Beach,,POINT (-122.4073 37.79),1306517-05-221-1135664-7220-7229-04-02-2019,19.0,6.0,3.0,8.0,19.0,2019,2019-04-02
303525,1317211-10-221,1139506,Hongdi Zhu,Golden Relax Center,1936 Ocean Ave,San Francisco,CA,94127-2745,10/09/2022,,10/27/2022,,38767 Farwell Dr,Fremont,94536,CA,6100-6299,Private Education and Health Services,False,False,H67,,7.0,West of Twin Peaks,,POINT (-122.463356 37.725758),1317211-10-221-1139506-6100-6299-10-27-2022,68.0,10.0,8.0,41.0,68.0,2022,2022-10-27
303537,1318542-11-221,1089681,"Sf Event Space, Llc",Hibernia Sf ; Hibernia San Francisco,1 Jones St,San Francisco,CA,94102,06/29/2018,,06/29/2018,11/30/2022,964 Natoma St,San Francisco,94103,CA,,,False,False,J07,,5.0,Tenderloin,,POINT (-122.41208 37.78122),1318542-11-221-1089681--06-29-2018,20.0,5.0,10.0,36.0,20.0,2018,2018-06-29
303547,1318507-11-221,1140633,Ali Zaina Inc,Curry Leaf,943 Columbus Ave,San Francisco,CA,94133,11/16/2022,,11/16/2022,,943 Columbus Ave,San Francisco,94133,CA,7220-7229,Food Services,False,False,H26,,3.0,Russian Hill,,POINT (-122.41425 37.803074),1318507-11-221-1140633-7220-7229-11-16-2022,107.0,6.0,3.0,32.0,107.0,2022,2022-11-16
303567,1318529-11-221,1139329,Anthony D Adams,Mill Valley Pasta Co.,244 Clement St,San Francisco,CA,94118-2408,10/01/2022,,11/01/2022,,1752 Po Box,Mill Valley,94942,CA,7220-7229,Food Services,False,False,H34,,1.0,Inner Richmond,,POINT (-122.4617 37.783092),1318529-11-221-1139329-7220-7229-11-01-2022,5.0,8.0,4.0,11.0,5.0,2022,2022-11-01
303821,1309131-07-221,1022094,Vcr Cafes Llc,Vcr Cafes Llc,1155 Battery St,San Francisco,CA,94111,12/16/2015,,07/05/2022,,104 Bronson St Ste 19,Santa Cruz,95062,CA,7220-7229,Food Services,False,False,H26,"Restaurant Greater Than 2,000 Sqft",3.0,Financial District/South Beach,,POINT (-122.40175 37.80188),1309131-07-221-1022094-7220-7229-07-05-2022,77.0,6.0,3.0,8.0,77.0,2022,2022-07-05
303866,1295068-01-221,1065802,"Sfjb Salt Minor, Llc",B-Side,205 Franklin St,San Francisco,CA,94102,02/09/2017,,01/11/2022,,885 S Van Ness Ave,San Francisco,94110,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",5.0,Hayes Valley,,POINT (-122.4212 37.776287),1295068-01-221-1065802-7220-7229-01-11-2022,21.0,4.0,11.0,9.0,21.0,2022,2022-01-11
303889,1202126-10-181,1085341,"The Fruit Tree, Inc.",The Fruit Tree,50 Post St,San Francisco,CA,94104,03/22/2018,,10/03/2018,,2358 Highgate Dr,San Pablo,94806,CA,7220-7229,Food Services,False,False,H34,Caterer Retail Food Vehicles,3.0,Financial District/South Beach,,POINT (-122.40291 37.789017),1202126-10-181-1085341-7220-7229-10-03-2018,19.0,6.0,3.0,8.0,19.0,2018,2018-10-03
303891,1184826-04-181,1085341,"The Fruit Tree, Inc.",The Fruit Tree,2241 Geary Blvd,San Francisco,CA,94115,03/22/2018,,04/11/2018,,2358 Highgate Dr,San Pablo,94806,CA,7220-7229,Food Services,False,False,H34,Caterer Retail Food Vehicles,2.0,Western Addition,,POINT (-122.440186 37.783123),1184826-04-181-1085341-7220-7229-04-11-2018,13.0,8.0,11.0,39.0,13.0,2018,2018-04-11
303944,1238045-11-191,1108372,Shake Shack California Llc,Shake Shack,3060 Fillmore St,San Francisco,CA,94123,02/05/2020,,11/07/2019,,225 Varick St Rm 301,New York,10014,NY,7220-7229,Food Services,False,False,D04 H26 Pos01,Multiple,2.0,Marina,,POINT (-122.43557 37.797646),1238045-11-191-1108372-7220-7229-11-07-2019,15.0,4.0,6.0,13.0,15.0,2019,2019-11-07
303951,1204354-10-181,1088093,"Xx - Sf, Llc",Jolene's,2700 16th St,San Francisco,CA,94103,05/22/2018,,07/01/2018,,2700 16th St,San Francisco,94103,CA,7220-7229,Food Services,False,False,D04 H26 P23,Multiple,9.0,Mission,,POINT (-122.41322 37.76547),1204354-10-181-1088093-7220-7229-07-01-2018,53.0,3.0,2.0,20.0,53.0,2018,2018-07-01
303954,1243868-01-201,1110909,"Akiko's Restaurant, Inc.",Akiko's Restaurant,431 Bush St,San Francisco,CA,94108,01/01/2020,,01/01/2020,,295 89th St Ste 101,Daly City,94015,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",3.0,Financial District/South Beach,,POINT (-122.40456 37.79067),1243868-01-201-1110909-7220-7229-01-01-2020,19.0,6.0,3.0,8.0,19.0,2020,2020-01-01
303978,1256721-07-201,1116186,Chi Chiu Lam,Greeness Cleaners,2361 Van Ness Ave,San Francisco,CA,94109,07/28/2020,,07/28/2020,,2361 Van Ness Ave,San Francisco,94109,CA,,,False,False,H48,Wash Laundry,2.0,Marina,,POINT (-122.42385 37.797226),1256721-07-201-1116186--07-28-2020,102.0,4.0,6.0,13.0,102.0,2020,2020-07-28
303979,1207670-12-181,1095955,"Chisme, Llc",Chisme Cantina,882 Sutter St,San Francisco,IL,94109,12/15/2018,,12/15/2018,,882 Sutter St,San Francisco,94109,CA,7220-7229,Food Services,False,False,H25,"Restaurant 1,000 - 2,000 Sqft",3.0,Nob Hill,,POINT (-122.41485 37.78846),1207670-12-181-1095955-7220-7229-12-15-2018,50.0,6.0,3.0,21.0,50.0,2018,2018-12-15
303992,1221377-05-191,1101806,Efren Mendoza,Efren Mendoza,3463 Primrose Ave,Santa Rosa,CA,95407,04/24/2019,,04/24/2019,,3464 Primrose Ave,Santa Rosa,95407,CA,,,False,False,J02,Body Art Practitioner,,,,POINT (-122.73535 38.394062),1221377-05-191-1101806--04-24-2019,,,,,,2019,2019-04-24
304002,1237435-10-191,1108115,The Grey House Inc.,Sweet Glory,721 Larkin Street St,San Francisco,CA,94109,10/30/2019,,10/30/2019,,721 Larkin St,San Francisco,94109,CA,7220-7229,Food Services,False,False,H88,Retail Bakeries With Food Prep,5.0,Tenderloin,,POINT (-122.4178 37.78453),1237435-10-191-1108115-7220-7229-10-30-2019,20.0,5.0,10.0,36.0,20.0,2019,2019-10-30
304017,1293102-12-211,1130264,Jesus Jaime Valle Apaez Alexis Enrique Trinidad Moreno Francisco Hernandez Valle,La Mexicana Bakery,2804 24th St,San Francisco,CA,94110,07/01/2020,,07/01/2020,,2804 24th Street St,San Francisco,94110,CA,7220-7229,Food Services,False,False,H88,Retail Bakeries With Food Prep,9.0,Mission,,POINT (-122.40836 37.75287),1293102-12-211-1130264-7220-7229-07-01-2020,53.0,3.0,2.0,20.0,53.0,2020,2020-07-01
304022,1295703-01-221,1131312,Latif Shah,Curry In A Hurry,845 Market Street St Fl 12,San Francisco,CA,94103,01/20/2022,,01/20/2022,,526 Ellis St Apt 4,San Francisco,94109,CA,7220-7229,Food Services,False,False,H24,"Restaurant Less Than 1,000 Sqft",6.0,South of Market,,POINT (-122.40681 37.784874),1295703-01-221-1131312-7220-7229-01-20-2022,32.0,5.0,10.0,34.0,32.0,2022,2022-01-20
